Rank,Name,Role,Game Type,Map,Game Rank,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
4,Reyna,duelist,Competitive,Lotus,Silver 1,1.18,"['17.9', '15.2', '4.6']",50.5,13.1,253,0.1,40720
5,Astra,controller,Competitive,Lotus,Silver 1,1.02,"['14.8', '14.5', '5.4']",50.0,1.3,207,0.1,4130
6,Sage,sentinel,Competitive,Lotus,Silver 1,0.9,"['13.2', '14.6', '6.9']",49.9,11.5,188,0.1,35963
7,Jett,duelist,Competitive,Lotus,Silver 1,1.1,"['17', '15.5', '3.9']",49.6,7.3,242,0.1,22723
8,Breach,initiator,Competitive,Lotus,Silver 1,0.93,"['14.2', '15.2', '6.1']",49.6,3.9,203,0.1,12080
9,Viper,controller,Competitive,Lotus,Silver 1,0.96,"['14.1', '14.8', '5.4']",49.5,2.9,202,0.1,8978
10,Sova,initiator,Competitive,Lotus,Silver 1,0.97,"['14.2', '14.7', '5.2']",49.5,3.6,205,0.1,11202
11,Raze,duelist,Competitive,Lotus,Silver 1,1.04,"['16.1', '15.5', '5.1']",49.3,7.2,238,0.1,22348
12,Neon,duelist,Competitive,Lotus,Silver 1,1.0,"['16', '15.9', '4.2']",49.0,3.1,229,0.1,9516
13,Fade,initiator,Competitive,Lotus,Silver 1,0.93,"['13.9', '15', '6']",48.9,4.5,197,0.1,14120
14,Chamber,sentinel,Competitive,Lotus,Silver 1,1.07,"['15.6', '14.7', '3.3']",48.7,3.2,217,0.1,10099
15,Skye,initiator,Competitive,Lotus,Silver 1,0.91,"['13.6', '14.9', '7.5']",48.6,4.6,196,0.1,14358
16,Cypher,sentinel,Competitive,Lotus,Silver 1,0.99,"['14.2', '14.4', '4.7']",47.9,3.3,199,0.2,10329
17,Omen,controller,Competitive,Lotus,Silver 1,0.97,"['14.6', '15.1', '5.8']",47.8,7.2,206,0.1,22577
18,Harbor,controller,Competitive,Lotus,Silver 1,0.9,"['13.8', '15.2', '5.6']",46.9,1.6,196,0.1,4990
19,KAY/O,initiator,Competitive,Lotus,Silver 1,0.9,"['13.8', '15.4', '8.5']",46.2,3.8,201,0.1,11938
20,Yoru,duelist,Competitive,Lotus,Silver 1,0.98,"['15.1', '15.4', '4.3']",45.6,2.4,215,0.1,7386
1,Killjoy,sentinel,Competitive,All,Silver 2,1.0,"['14.1', '14.1', '4.2']",50.7,6.7,202,0.2,140233
2,Brimstone,controller,Competitive,All,Silver 2,0.98,"['14.4', '14.7', '7.6']",50.6,5.4,208,0.1,114207
3,Phoenix,duelist,Competitive,All,Silver 2,1.12,"['17', '15.1', '4.6']",50.4,3.9,243,0.1,81753
4,Reyna,duelist,Competitive,All,Silver 2,1.18,"['18.1', '15.3', '4.6']",50.3,13.1,256,0.1,276160
5,Raze,duelist,Competitive,All,Silver 2,1.06,"['16.5', '15.5', '5']",50.3,7.2,242,0.1,150469
6,Sage,sentinel,Competitive,All,Silver 2,0.91,"['13.3', '14.6', '7']",50.2,11.6,190,0.1,244203
7,Jett,duelist,Competitive,All,Silver 2,1.12,"['17.4', '15.5', '4']",49.9,8.1,246,0.1,170746
8,Fade,initiator,Competitive,All,Silver 2,0.95,"['14.1', '14.9', '6.2']",49.6,4.4,201,0.1,93342
9,Sova,initiator,Competitive,All,Silver 2,0.98,"['14.4', '14.6', '5.4']",49.4,4.6,206,0.1,97494
10,Viper,controller,Competitive,All,Silver 2,0.99,"['14.4', '14.6', '5.5']",49.3,4.3,205,0.1,89863
11,Astra,controller,Competitive,All,Silver 2,1.03,"['15', '14.5', '5.9']",49.3,1.4,209,0.1,29019
12,Breach,initiator,Competitive,All,Silver 2,0.94,"['14.4', '15.3', '6.1']",49.0,3.0,205,0.1,63219
13,Skye,initiator,Competitive,All,Silver 2,0.93,"['13.9', '14.9', '7.5']",48.8,3.7,199,0.1,77934
14,Cypher,sentinel,Competitive,All,Silver 2,1.0,"['14.4', '14.4', '4.9']",48.5,3.4,201,0.2,72264
15,Neon,duelist,Competitive,All,Silver 2,1.01,"['16.2', '16', '4.3']",48.4,2.6,231,0.1,55513
16,Omen,controller,Competitive,All,Silver 2,0.99,"['14.9', '15.1', '6.1']",48.4,6.9,210,0.1,146156
17,Chamber,sentinel,Competitive,All,Silver 2,1.08,"['15.9', '14.7', '3.3']",47.9,3.0,220,0.1,63475
18,Yoru,duelist,Competitive,All,Silver 2,1.01,"['15.5', '15.4', '4.3']",47.3,2.0,220,0.1,41222
19,Harbor,controller,Competitive,All,Silver 2,0.91,"['13.8', '15.2', '5.6']",46.8,1.0,196,0.1,21386
20,KAY/O,initiator,Competitive,All,Silver 2,0.91,"['14', '15.4', '8.3']",46.7,3.6,204,0.1,74747
1,Killjoy,sentinel,Competitive,Split,Silver 2,1.01,"['14.3', '14.1', '4.2']",51.2,6.5,205,0.2,19759
2,Brimstone,controller,Competitive,Split,Silver 2,0.98,"['14.6', '14.8', '7.8']",50.9,5.3,210,0.1,16143
3,Raze,duelist,Competitive,Split,Silver 2,1.07,"['16.7', '15.7', '5.2']",50.8,9.1,246,0.1,27652
4,Sage,sentinel,Competitive,Split,Silver 2,0.93,"['13.6', '14.6', '7.4']",50.5,12.9,193,0.1,39092
5,Reyna,duelist,Competitive,Split,Silver 2,1.17,"['18', '15.4', '4.6']",50.3,12.7,255,0.1,38531
6,Astra,controller,Competitive,Split,Silver 2,1.05,"['15.2', '14.4', '5.8']",50.2,1.6,213,0.1,4829
7,Skye,initiator,Competitive,Split,Silver 2,0.94,"['14', '14.9', '7.7']",50.0,4.1,200,0.1,12562
8,Fade,initiator,Competitive,Split,Silver 2,0.95,"['14.2', '15', '5.9']",49.6,4.1,201,0.1,12484
9,Phoenix,duelist,Competitive,Split,Silver 2,1.12,"['17', '15.2', '4.7']",49.2,3.6,242,0.1,11040
10,Sova,initiator,Competitive,Split,Silver 2,0.98,"['14.4', '14.8', '5.3']",49.2,3.6,206,0.1,10799
11,Viper,controller,Competitive,Split,Silver 2,0.99,"['14.5', '14.6', '5.3']",49.2,3.5,205,0.1,10487
12,Jett,duelist,Competitive,Split,Silver 2,1.1,"['17.2', '15.6', '4']",49.1,7.3,243,0.1,22306
13,Omen,controller,Competitive,Split,Silver 2,1.0,"['15.1', '15.1', '6.2']",49.0,7.8,211,0.1,23635
14,Cypher,sentinel,Competitive,Split,Silver 2,1.01,"['14.5', '14.4', '5']",48.7,4.5,203,0.1,13665
15,Breach,initiator,Competitive,Split,Silver 2,0.94,"['14.5', '15.4', '6.1']",48.7,2.7,206,0.1,8174
16,Neon,duelist,Competitive,Split,Silver 2,1.0,"['16.1', '16', '4.3']",48.2,2.2,229,0.1,6732
17,Yoru,duelist,Competitive,Split,Silver 2,1.02,"['15.7', '15.4', '4.4']",48.0,1.9,220,0.1,5656
18,Chamber,sentinel,Competitive,Split,Silver 2,1.07,"['15.9', '14.9', '3.3']",47.0,2.4,221,0.1,7320
19,Harbor,controller,Competitive,Split,Silver 2,0.9,"['13.7', '15.2', '5.5']",45.5,0.8,195,0.1,2481
20,KAY/O,initiator,Competitive,Split,Silver 2,0.9,"['13.9', '15.4', '8.2']",45.2,3.5,202,0.1,10523
1,Brimstone,controller,Competitive,Ascent,Silver 2,0.98,"['14.5', '14.8', '8.3']",51.1,6.1,210,0.1,18262
2,Killjoy,sentinel,Competitive,Ascent,Silver 2,1.01,"['14.1', '14', '4.2']",50.5,9.6,203,0.2,28920
3,Sova,initiator,Competitive,Ascent,Silver 2,1.01,"['14.7', '14.5', '5.7']",50.5,6.3,210,0.1,18952
4,Raze,duelist,Competitive,Ascent,Silver 2,1.05,"['16.4', '15.6', '5.2']",50.5,7.1,242,0.1,21300
5,Phoenix,duelist,Competitive,Ascent,Silver 2,1.12,"['17', '15.3', '4.8']",50.0,4.0,243,0.1,11969
6,Astra,controller,Competitive,Ascent,Silver 2,1.05,"['15.3', '14.5', '6.6']",49.8,1.5,212,0.1,4421
7,Reyna,duelist,Competitive,Ascent,Silver 2,1.16,"['17.9', '15.4', '4.7']",49.8,13.0,253,0.1,39166
8,Sage,sentinel,Competitive,Ascent,Silver 2,0.91,"['13.4', '14.7', '7.1']",49.5,10.6,190,0.1,31893
9,Jett,duelist,Competitive,Ascent,Silver 2,1.1,"['17.3', '15.7', '4']",49.3,8.6,244,0.1,26019
10,Cypher,sentinel,Competitive,Ascent,Silver 2,1.01,"['14.4', '14.3', '5.1']",48.8,3.0,201,0.2,9074
11,Chamber,sentinel,Competitive,Ascent,Silver 2,1.08,"['16.1', '14.9', '3.3']",48.8,2.6,223,0.1,7736
12,Harbor,controller,Competitive,Ascent,Silver 2,0.94,"['14.2', '15.1', '5.7']",48.4,0.7,200,0.1,2102
13,Yoru,duelist,Competitive,Ascent,Silver 2,1.01,"['15.6', '15.5', '4.3']",48.3,1.7,219,0.1,5167
14,Omen,controller,Competitive,Ascent,Silver 2,0.99,"['14.9', '15', '6.9']",48.3,8.0,209,0.1,24193
15,Viper,controller,Competitive,Ascent,Silver 2,0.98,"['14.4', '14.7', '5.5']",48.0,2.7,204,0.1,8024
16,Breach,initiator,Competitive,Ascent,Silver 2,0.94,"['14.4', '15.4', '6.2']",48.0,1.9,205,0.1,5803
17,Skye,initiator,Competitive,Ascent,Silver 2,0.93,"['13.9', '15', '7.5']",48.0,3.1,198,0.1,9437
18,Fade,initiator,Competitive,Ascent,Silver 2,0.94,"['14', '14.9', '6.2']",47.9,4.1,199,0.1,12236
19,Neon,duelist,Competitive,Ascent,Silver 2,0.99,"['15.8', '16', '4.2']",47.3,2.0,226,0.1,6062
20,KAY/O,initiator,Competitive,Ascent,Silver 2,0.91,"['14', '15.4', '8.3']",46.7,3.6,203,0.1,10711
1,Brimstone,controller,Competitive,Haven,Silver 2,0.98,"['14.3', '14.6', '7.7']",51.3,5.8,207,0.1,17673
2,Phoenix,duelist,Competitive,Haven,Silver 2,1.13,"['17.1', '15.2', '4.5']",51.1,4.2,244,0.1,12591
3,Killjoy,sentinel,Competitive,Haven,Silver 2,0.98,"['13.9', '14.2', '4']",50.4,6.3,199,0.2,18913
4,Sage,sentinel,Competitive,Haven,Silver 2,0.92,"['13.4', '14.6', '7']",50.2,11.7,190,0.1,35359
5,Reyna,duelist,Competitive,Haven,Silver 2,1.17,"['18', '15.4', '4.6']",50.2,13.2,255,0.1,39905
6,Fade,initiator,Competitive,Haven,Silver 2,0.94,"['14.1', '14.9', '6.3']",50.1,4.3,201,0.1,12928
7,Raze,duelist,Competitive,Haven,Silver 2,1.06,"['16.4', '15.5', '4.9']",49.8,6.6,240,0.1,20027
8,Sova,initiator,Competitive,Haven,Silver 2,0.99,"['14.3', '14.5', '5.3']",49.7,5.4,205,0.1,16334
9,Jett,duelist,Competitive,Haven,Silver 2,1.12,"['17.4', '15.5', '3.9']",49.6,8.6,245,0.1,26004
10,Skye,initiator,Competitive,Haven,Silver 2,0.94,"['14', '15', '7.4']",49.4,3.8,200,0.1,11579
11,Viper,controller,Competitive,Haven,Silver 2,0.97,"['14.3', '14.7', '5.4']",49.4,2.3,202,0.1,6830
12,Astra,controller,Competitive,Haven,Silver 2,1.03,"['15.1', '14.6', '5.9']",49.1,1.3,208,0.1,4003
13,Cypher,sentinel,Competitive,Haven,Silver 2,1.01,"['14.6', '14.5', '5']",49.1,3.5,203,0.1,10542
14,Omen,controller,Competitive,Haven,Silver 2,0.99,"['14.9', '15', '6.3']",49.1,9.1,210,0.1,27486
15,Breach,initiator,Competitive,Haven,Silver 2,0.95,"['14.6', '15.3', '6']",48.4,2.6,206,0.1,7878
16,Chamber,sentinel,Competitive,Haven,Silver 2,1.06,"['15.7', '14.7', '3.2']",47.6,3.1,217,0.1,9392
17,KAY/O,initiator,Competitive,Haven,Silver 2,0.91,"['13.9', '15.2', '8.4']",47.2,3.3,203,0.1,9970
18,Yoru,duelist,Competitive,Haven,Silver 2,1.02,"['15.6', '15.3', '4.2']",47.2,1.9,221,0.1,5818
19,Neon,duelist,Competitive,Haven,Silver 2,1.01,"['16', '15.9', '4.1']",46.8,2.4,229,0.1,7175
20,Harbor,controller,Competitive,Haven,Silver 2,0.94,"['14', '14.9', '5.6']",46.6,0.7,201,0.1,2081
1,Jett,duelist,Competitive,Icebox,Silver 2,1.13,"['17.6', '15.6', '4']",50.9,9.1,250,0.1,27304
2,Reyna,duelist,Competitive,Icebox,Silver 2,1.19,"['18.3', '15.3', '4.4']",50.7,13.4,258,0.1,40223
3,Killjoy,sentinel,Competitive,Icebox,Silver 2,0.99,"['14', '14.1', '4.1']",50.4,6.0,201,0.2,17952
4,Sage,sentinel,Competitive,Icebox,Silver 2,0.91,"['13.3', '14.7', '6.9']",50.4,13.1,188,0.1,39511
5,Raze,duelist,Competitive,Icebox,Silver 2,1.05,"['16.3', '15.5', '4.7']",50.1,6.9,239,0.1,20681
6,Viper,controller,Competitive,Icebox,Silver 2,1.0,"['14.5', '14.6', '5.5']",49.9,8.5,206,0.1,25694
7,Phoenix,duelist,Competitive,Icebox,Silver 2,1.1,"['16.7', '15.1', '4.3']",49.9,3.3,238,0.1,9891
8,Fade,initiator,Competitive,Icebox,Silver 2,0.95,"['14.1', '14.9', '6.2']",49.7,3.6,201,0.1,10962
9,Sova,initiator,Competitive,Icebox,Silver 2,0.98,"['14.3', '14.7', '5.3']",49.2,7.2,203,0.1,21794
10,Chamber,sentinel,Competitive,Icebox,Silver 2,1.08,"['15.9', '14.7', '3.2']",49.0,3.2,220,0.1,9644
11,Brimstone,controller,Competitive,Icebox,Silver 2,0.96,"['14.2', '14.8', '6.6']",48.7,3.5,205,0.1,10582
12,Skye,initiator,Competitive,Icebox,Silver 2,0.94,"['14', '14.9', '7.2']",48.5,2.9,199,0.1,8732
13,Omen,controller,Competitive,Icebox,Silver 2,1.0,"['15.2', '15.3', '5.3']",48.2,6.0,214,0.1,18169
14,Neon,duelist,Competitive,Icebox,Silver 2,1.0,"['16.2', '16.1', '4.2']",48.1,2.5,232,0.1,7608
15,Astra,controller,Competitive,Icebox,Silver 2,1.01,"['14.8', '14.7', '5.1']",47.4,0.7,208,0.1,1968
16,Cypher,sentinel,Competitive,Icebox,Silver 2,0.97,"['14.1', '14.5', '4.7']",47.2,1.9,198,0.1,5771
17,Breach,initiator,Competitive,Icebox,Silver 2,0.93,"['14.3', '15.4', '5.8']",46.9,1.5,205,0.1,4615
18,Harbor,controller,Competitive,Icebox,Silver 2,0.91,"['14', '15.3', '5.5']",46.8,0.8,196,0.1,2473
19,Yoru,duelist,Competitive,Icebox,Silver 2,1.0,"['15.4', '15.4', '4.1']",46.7,2.0,218,0.1,6008
20,KAY/O,initiator,Competitive,Icebox,Silver 2,0.92,"['14.1', '15.4', '8.3']",46.6,3.8,205,0.1,11500
1,Phoenix,duelist,Competitive,Fracture,Silver 2,1.13,"['16.9', '14.9', '4.6']",51.3,3.6,242,0.1,10835
2,Killjoy,sentinel,Competitive,Fracture,Silver 2,1.0,"['14.1', '14.1', '4.3']",51.0,6.7,203,0.2,19983
3,Brimstone,controller,Competitive,Fracture,Silver 2,0.99,"['14.4', '14.6', '7.7']",50.6,7.6,208,0.1,22575
4,Sage,sentinel,Competitive,Fracture,Silver 2,0.9,"['13.2', '14.5', '6.9']",50.3,10.8,188,0.1,32232
5,Raze,duelist,Competitive,Fracture,Silver 2,1.06,"['16.4', '15.4', '5']",50.1,6.8,240,0.1,20210
6,Reyna,duelist,Competitive,Fracture,Silver 2,1.2,"['18.2', '15.1', '4.6']",50.1,13.1,258,0.1,39000
7,Breach,initiator,Competitive,Fracture,Silver 2,0.94,"['14.3', '15.2', '6.2']",49.9,6.1,204,0.1,18203
8,Jett,duelist,Competitive,Fracture,Silver 2,1.13,"['17.4', '15.4', '4.1']",49.9,7.5,247,0.1,22530
9,Sova,initiator,Competitive,Fracture,Silver 2,0.96,"['14.1', '14.6', '5.4']",49.1,2.9,204,0.1,8697
10,Fade,initiator,Competitive,Fracture,Silver 2,0.94,"['14', '14.9', '6.2']",49.1,4.4,199,0.1,13005
11,Skye,initiator,Competitive,Fracture,Silver 2,0.93,"['13.8', '14.8', '7.2']",49.0,3.6,198,0.1,10604
12,Viper,controller,Competitive,Fracture,Silver 2,0.98,"['14.3', '14.6', '5.4']",48.8,4.4,203,0.1,13197
13,Neon,duelist,Competitive,Fracture,Silver 2,1.03,"['16.4', '15.9', '4.4']",48.8,3.6,234,0.1,10725
14,KAY/O,initiator,Competitive,Fracture,Silver 2,0.92,"['14.1', '15.2', '8.4']",48.0,3.3,205,0.1,9832
15,Astra,controller,Competitive,Fracture,Silver 2,1.02,"['14.9', '14.5', '5.8']",47.3,1.0,208,0.1,3007
16,Omen,controller,Competitive,Fracture,Silver 2,0.98,"['14.7', '15', '5.9']",47.3,5.1,207,0.1,15328
17,Chamber,sentinel,Competitive,Fracture,Silver 2,1.07,"['15.8', '14.7', '3.3']",47.1,3.0,219,0.1,9049
18,Cypher,sentinel,Competitive,Fracture,Silver 2,0.99,"['14.3', '14.5', '5']",46.8,3.6,201,0.1,10860
19,Yoru,duelist,Competitive,Fracture,Silver 2,1.01,"['15.4', '15.3', '4.3']",45.5,1.9,219,0.1,5600
20,Harbor,controller,Competitive,Fracture,Silver 2,0.89,"['13.4', '15.2', '5.7']",44.9,1.0,192,0.1,3047
1,Killjoy,sentinel,Competitive,Pearl,Silver 2,0.99,"['13.8', '14', '4.3']",50.9,5.4,200,0.2,16050
2,Raze,duelist,Competitive,Pearl,Silver 2,1.07,"['16.5', '15.5', '5.1']",50.3,6.3,243,0.1,18745
3,Reyna,duelist,Competitive,Pearl,Silver 2,1.19,"['18.3', '15.3', '4.7']",50.3,13.3,259,0.1,39842
4,Fade,initiator,Competitive,Pearl,Silver 2,0.96,"['14.3', '14.9', '6.3']",50.1,6.3,203,0.1,18733
5,Sage,sentinel,Competitive,Pearl,Silver 2,0.89,"['13', '14.6', '7.1']",50.0,11.5,186,0.1,34372
6,Jett,duelist,Competitive,Pearl,Silver 2,1.12,"['17.3', '15.5', '4']",49.9,8.0,245,0.1,23957
7,Breach,initiator,Competitive,Pearl,Silver 2,0.95,"['14.5', '15.2', '6.2']",49.7,2.1,206,0.1,6283
8,Astra,controller,Competitive,Pearl,Silver 2,1.02,"['14.6', '14.3', '5.9']",49.7,2.1,204,0.1,6374
9,Brimstone,controller,Competitive,Pearl,Silver 2,0.97,"['14.4', '14.8', '7.6']",49.7,4.9,207,0.1,14541
10,Sova,initiator,Competitive,Pearl,Silver 2,0.97,"['14.2', '14.6', '5.5']",49.5,3.6,204,0.1,10681
11,Phoenix,duelist,Competitive,Pearl,Silver 2,1.13,"['17.1', '15.1', '4.8']",49.4,4.3,244,0.1,13001
12,Neon,duelist,Competitive,Pearl,Silver 2,1.02,"['16.2', '15.8', '4.3']",49.3,2.8,234,0.1,8303
13,Viper,controller,Competitive,Pearl,Silver 2,0.98,"['14.2', '14.5', '5.8']",49.3,5.9,204,0.1,17507
14,Harbor,controller,Competitive,Pearl,Silver 2,0.91,"['13.8', '15.1', '5.8']",48.9,1.5,194,0.1,4370
15,Cypher,sentinel,Competitive,Pearl,Silver 2,0.99,"['14.2', '14.3', '5']",48.8,4.0,198,0.2,11921
16,Skye,initiator,Competitive,Pearl,Silver 2,0.94,"['14', '14.9', '7.5']",48.4,3.7,201,0.1,11029
17,Omen,controller,Competitive,Pearl,Silver 2,0.98,"['14.8', '15.1', '5.9']",47.7,5.2,208,0.1,15457
18,Chamber,sentinel,Competitive,Pearl,Silver 2,1.09,"['15.9', '14.6', '3.3']",47.1,3.5,220,0.1,10545
19,Yoru,duelist,Competitive,Pearl,Silver 2,1.03,"['15.8', '15.4', '4.4']",47.0,2.2,222,0.1,6522
20,KAY/O,initiator,Competitive,Pearl,Silver 2,0.91,"['14.1', '15.4', '8.3']",46.0,3.7,204,0.1,10946
1,Phoenix,duelist,Competitive,Lotus,Silver 2,1.14,"['17', '15', '4.6']",51.5,4.2,244,0.1,12426
2,Brimstone,controller,Competitive,Lotus,Silver 2,0.97,"['14.4', '14.8', '7.2']",51.3,4.9,208,0.1,14431
3,Reyna,duelist,Competitive,Lotus,Silver 2,1.2,"['18.2', '15.2', '4.5']",50.9,13.3,257,0.1,39493
4,Sage,sentinel,Competitive,Lotus,Silver 2,0.91,"['13.4', '14.7', '6.9']",50.5,10.7,191,0.1,31744
5,Fade,initiator,Competitive,Lotus,Silver 2,0.95,"['14.2', '15', '6']",50.4,4.4,201,0.1,12994
6,Killjoy,sentinel,Competitive,Lotus,Silver 2,0.99,"['14.1', '14.2', '4']",50.3,6.3,201,0.2,18656
7,Jett,duelist,Competitive,Lotus,Silver 2,1.12,"['17.3', '15.5', '3.9']",50.1,7.6,245,0.1,22626
8,Raze,duelist,Competitive,Lotus,Silver 2,1.07,"['16.6', '15.5', '5.1']",50.1,7.4,243,0.1,21854
9,Viper,controller,Competitive,Lotus,Silver 2,1.0,"['14.5', '14.5', '5.4']",49.9,2.7,207,0.1,8124
10,Neon,duelist,Competitive,Lotus,Silver 2,1.02,"['16.3', '15.9', '4.3']",49.8,3.0,232,0.1,8908
11,Astra,controller,Competitive,Lotus,Silver 2,1.03,"['15.1', '14.8', '5.5']",49.7,1.5,208,0.1,4417
12,Breach,initiator,Competitive,Lotus,Silver 2,0.94,"['14.4', '15.3', '6.2']",49.5,4.1,205,0.1,12263
13,Cypher,sentinel,Competitive,Lotus,Silver 2,1.0,"['14.5', '14.4', '4.8']",49.5,3.5,201,0.2,10431
14,Chamber,sentinel,Competitive,Lotus,Silver 2,1.08,"['15.9', '14.8', '3.3']",48.6,3.3,220,0.1,9789
15,Omen,controller,Competitive,Lotus,Silver 2,0.98,"['14.9', '15.1', '5.9']",48.5,7.4,209,0.1,21888
16,Yoru,duelist,Competitive,Lotus,Silver 2,1.0,"['15.3', '15.3', '4.3']",48.4,2.2,217,0.1,6451
